Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
10/07/2022;0,2;1018,6;18,4;25,8;20,8;17,4;87,8;57;8,8;1,8
11/07/2022;1,4;1015,2;18,7;26,8;20,9;17;88,8;59;8,5;2,6
12/07/2022;0;1014,1;19,6;28,9;23,2;19,7;82,2;54;11,9;3,8
13/07/2022;0;1015,3;18,2;30,9;22,8;17,3;77;47;13,9;3,4
14/07/2022;0;1017,1;19,1;25,5;20,3;16,3;93,4;69;5,1;1,4
15/07/2022;9;1015,6;19,1;27,3;21,7;18,8;86,4;58;8,9;2,3
16/07/2022;0;1013,5;17,9;29,9;22,2;16,8;79,1;43;12,7;3,6
17/07/2022;0;1015,1;17,9;30,7;22,6;16,4;77,1;43;11,5;4,1
18/07/2022;0;1018,4;18;28,6;22,1;15,7;79;52;9,5;2,9
19/07/2022;0;1018,4;17,9;28,2;21,8;17,1;80;52;8,2;2
20/07/2022;0;1016,2;18,8;27,1;21,4;16,7;86,6;58;9,4;1,9
21/07/2022;0;1015,5;18,6;26,3;21,2;17,1;86,8;57;8,3;1,8
22/07/2022;0;1015,2;18,8;28,7;22,2;17,8;83;51;10;2,3
23/07/2022;0;1015,3;18,5;28,6;22,3;16,9;81,5;51;10,3;2,9
24/07/2022;0;1016,6;17,7;28,3;21,6;16,6;80,4;50;9,9;2,3
25/07/2022;0,2;1017,2;18,2;26,6;20,6;17,3;87,5;57;7,6;1,9
26/07/2022;1;1017,3;18,2;28,1;21,6;17,1;83,2;53;8,3;2
27/07/2022;0,2;1017;17,4;28,1;21,3;17,4;81;49;6,9;1,6
28/07/2022;0;1012,8;16,5;29,3;21,6;15,4;74,2;41;12,8;3,7
29/07/2022;0;1008,7;16,2;33,2;24,6;17,7;64;31;11,4;4,5
30/07/2022;0;1012,6;15,7;24,2;null;19,5;71,5;56;16,1;3,2
31/07/2022;0;1016,3;15,2;25;21,2;18,5;69,3;50;8,6;2,1
01/08/2022;0;1015,2;17,7;29;22,5;19,3;74,9;51;10,4;2,5
02/08/2022;0;1013,5;18,6;29,9;23;17,2;78;45;11,8;3,1
03/08/2022;0;1014;19,1;29,1;22;16,8;85;55;8,1;1,8
04/08/2022;0;1012,4;18,3;30,4;22,7;16,8;78,9;43;11;3,4
05/08/2022;0;1009,7;17,1;32,3;23,8;17,4;68,1;37;10,4;4,6
06/08/2022;0;1013,9;17,1;26,4;23,1;21,6;70;47;11,5;3,7
07/08/2022;0;1012;17,3;31,6;22,9;16,9;72,9;41;12,7;3,5
08/08/2022;0;1011,7;18,8;31;24;18,5;74,3;45;11,2;3,8
09/08/2022;0;1013,9;19,9;27;22,7;19,3;85,5;60;6,4;1,7
10/08/2022;0;1008,7;17,6;30,8;24,3;20,2;68,5;41;14,4;4,9
11/08/2022;0;1009,9;14,7;29,1;23,4;19,5;61,1;27;10,7;2,8
12/08/2022;0;1018,6;14,2;24,9;20,9;18,1;66,3;46;13,2;4,1
13/08/2022;0,8;1021,2;14,9;26,3;20,3;16,1;74,3;46;7,5;1,8
14/08/2022;0;1019,5;13;26,6;19,9;14,9;66,5;33;8,3;2,4
15/08/2022;0;1016,7;15,2;26,9;20,4;14,8;73,8;50;11,9;3,6
16/08/2022;0;1014,2;16,7;30,2;23,2;17,9;68,4;39;13,2;5,1
17/08/2022;0;1013,9;16,9;30,1;23,3;18,1;68,7;36;16,8;5,7
18/08/2022;0;1014,3;17,6;29,1;23,4;19,7;71;46;13,1;5,2
19/08/2022;0;1017,1;17,3;30,6;22,4;18,4;75;42;15,1;4,2
20/08/2022;1,8;1021,9;15,1;19,7;18,1;16,4;83,1;71;14,3;5,7
21/08/2022;0,2;1021,4;12,6;24,2;19,5;17,3;65,2;44;13,3;4,3
22/08/2022;0;1019,9;14,2;23,3;19,4;16,7;72,1;54;10,2;3,4
23/08/2022;0,8;1019;16,4;26,2;20;15;81,8;55;11,1;2,9
24/08/2022;0;1018,2;17,2;26,9;20,6;15,4;83,1;55;7,9;1,7
25/08/2022;5,2;1018,5;19,2;26,1;22;19,8;85,8;59;9,4;2,5
26/08/2022;0,4;1017,9;18,4;28,5;22,4;18,9;80,3;49;11,8;3,2
27/08/2022;0;1015,8;17,9;28,5;22,3;16,3;77,7;48;12,6;4,1
28/08/2022;0;1014;18,4;29,8;23,4;17,6;75,9;44;12,1;4,1
29/08/2022;0,6;1016,4;18,3;23,5;20,6;20;87,5;73;15,4;5,1
30/08/2022;11;1021,2;13,1;22,2;17,7;15,2;75,3;45;14;4,5
31/08/2022;5,2;1021,4;14;21,7;17,4;14,4;81,5;60;8,2;2,2
01/09/2022;0;1019,3;13,4;25,4;19;13,5;72,3;44;7,7;2,5
02/09/2022;0;1016,6;14,9;27,2;20,4;14,5;72,8;45;13,1;3,4
03/09/2022;0;1013,9;16,5;30,7;22,5;16,2;71,3;34;12,5;4,2
04/09/2022;0;1016,7;17,2;26,1;21;19;80;57;12,2;3,9
05/09/2022;0;1020,6;15,6;21,1;19,1;16,8;80,5;64;9;2,9
06/09/2022;0;1022,2;14;26,2;20,8;17,5;67;39;10,5;2,6
07/09/2022;0;1019,9;14,1;25,1;20,6;15,6;66,9;52;8,3;2,4
08/09/2022;0;1015,6;15,6;27,4;21,5;15,7;70,1;49;14,3;4,1
09/09/2022;0;1013,9;16,1;30,3;23,1;18;65,8;41;14,5;5,3
10/09/2022;0;1011,7;15,8;32;24,1;19,7;61;39;12,8;6
11/09/2022;0;1013,9;17,6;23,5;21,6;19,9;78,4;59;11,8;4,1
12/09/2022;0;1014,8;16,8;26,3;21,2;19,1;76;57;6,6;1,8
13/09/2022;2,2;1011;18,9;29,3;22,8;18,7;81;42;15,7;3,6
14/09/2022;0;1009,9;18,6;31,5;24,5;20,6;71,2;46;12,9;4,3
15/09/2022;0;1013,4;18,1;27,8;22,9;19,4;75,5;57;10,6;2,4
16/09/2022;0,2;1014,3;20;23,2;20,7;19,6;95,9;77;8,9;2,4
17/09/2022;14,4;1016,2;15,3;19,2;17,5;16,1;88,1;66;10,1;3,2
18/09/2022;1,8;1015,4;13,6;23,3;19,9;16,3;67,5;53;10,8;3,2
19/09/2022;0;1014,1;14,6;25,5;20,2;14,2;71,6;47;6,8;2
20/09/2022;0;1009,7;17,3;31;23,5;19,2;69,8;44;12,7;4,5
21/09/2022;0;1008,1;19,9;29;23,9;20;79;60;8,9;2,4
22/09/2022;0;1005,6;19,1;31,4;25,9;21,8;67,5;47;14;5,4
23/09/2022;0;1006,9;19,7;30,4;24,2;21,5;76,4;59;13,5;3,5
24/09/2022;0;1014,8;15,1;24,4;20,8;18,4;70,6;43;11;3,8
25/09/2022;0;1016,3;16,8;23,1;21;19,5;76,9;66;5,6;1,5
26/09/2022;0;1014,8;18,6;27,8;21,9;17,9;82,9;58;11,7;3,3
27/09/2022;0;1012,7;20,5;29,8;24,2;20,3;80,7;57;13,4;3,8
28/09/2022;0;1011,3;20,8;29,7;23,8;22,2;84,2;56;9,6;3,4
29/09/2022;1,2;1013,1;20,4;24,3;21,8;20,4;92,2;74;9,9;2,9
30/09/2022;2,8;1016,5;18,8;22,1;20,6;20,5;89,8;73;7,2;1,9
01/10/2022;2,8;null;null;26,1;null;18,1;null;null;8,6;null
02/10/2022;0;null;null;29,6;null;19,6;null;null;10,5;null
03/10/2022;0;null;null;29,7;null;21,9;null;null;9,4;null
04/10/2022;4,2;null;null;27,4;null;20,6;null;null;7,5;null
05/10/2022;9;null;null;27,5;null;19,6;null;null;8,4;null
06/10/2022;1,4;null;null;26,3;null;21,5;null;null;9;null
07/10/2022;0,6;null;null;29,5;null;21,3;null;null;15;null
08/10/2022;0;null;null;29,9;null;23,6;null;null;11,4;null
09/10/2022;0;null;null;30,1;null;21,8;null;null;12,5;null
10/10/2022;0;null;null;31,9;null;21,2;null;null;13,3;null
11/10/2022;0;null;null;30,2;null;21,9;null;null;12,6;null
12/10/2022;0;null;null;31,4;null;21,5;null;null;14,1;null
13/10/2022;0;null;null;29,9;null;19,5;null;null;13,4;null
14/10/2022;0;null;null;30,4;null;19,3;null;null;12,7;null
15/10/2022;2;null;null;29,2;null;20,5;null;null;8,8;null
16/10/2022;1,2;null;null;27,9;null;19;null;null;7;null
17/10/2022;0;null;null;29,7;null;18,4;null;null;12,9;null
18/10/2022;0;null;null;31;null;20,1;null;null;12,4;null
19/10/2022;9;null;null;27,7;null;20,9;null;null;10,4;null
20/10/2022;3;null;null;29,6;null;20,6;null;null;13,4;null
21/10/2022;0;null;null;30,8;null;21,4;null;null;14,2;null
22/10/2022;0;null;null;31,9;null;23,4;null;null;12,5;null
23/10/2022;21,4;null;null;25,4;null;20,5;null;null;8,3;null
24/10/2022;0;null;null;27,1;null;20,6;null;null;8,8;null
25/10/2022;0,2;null;null;30,1;null;20;null;null;8,1;null
26/10/2022;41,8;null;null;26,9;null;20,6;null;null;6,3;null
27/10/2022;0;null;null;31;null;18,9;null;null;13,3;null
28/10/2022;0;null;null;33,3;null;22,4;null;null;14,7;null
29/10/2022;0;null;null;33,4;null;23,2;null;null;13,4;null
30/10/2022;0;1006,5;21,4;32,9;26,9;24,1;72,7;50;13,5;5,8
31/10/2022;0;1006,4;21,7;30,1;26,3;23,8;76,6;61;12,9;5,3
01/11/2022;0;null;null;29,3;null;23,6;null;null;12,3;null
02/11/2022;4;null;null;23,8;null;20,5;null;null;13,4;null
03/11/2022;39,2;null;null;20,2;null;16,4;null;null;16;null
04/11/2022;2,6;null;null;24,1;null;16,7;null;null;13;null
05/11/2022;0;null;null;25,9;null;17,4;null;null;13,3;null
06/11/2022;0;null;null;26,8;null;15,1;null;null;10,3;null
07/11/2022;0;null;null;27,5;null;17,9;null;null;6,5;null
08/11/2022;0;null;null;28;null;19,9;null;null;8,5;null
09/11/2022;0;null;null;27,4;null;18,8;null;null;8,8;null
10/11/2022;1;null;null;29,9;null;20;null;null;6,7;null
11/11/2022;0;null;null;30,8;null;22,8;null;null;12,1;null
12/11/2022;0;null;null;29,7;null;22,1;null;null;11;null
13/11/2022;0;null;null;31,2;null;23,6;null;null;12,7;null
14/11/2022;0;null;null;31,2;null;23,6;null;null;13,5;null
15/11/2022;0;null;null;29,2;null;23,8;null;null;11;null
16/11/2022;45,4;null;null;25,3;null;20,9;null;null;9,8;null
17/11/2022;3,6;null;null;25,7;null;21,1;null;null;13,3;null
18/11/2022;0,2;null;null;27,2;null;20,8;null;null;12,9;null
19/11/2022;0;null;null;28,4;null;15,4;null;null;10,4;null
20/11/2022;0;null;null;29;null;18,5;null;null;6,2;null
21/11/2022;2;null;null;25,3;null;20,4;null;null;11,7;null
22/11/2022;3;null;null;27,9;null;19,8;null;null;9,2;null
23/11/2022;1,2;1009,4;21,4;27,7;23,8;21,1;86,8;68;10,2;2,8
24/11/2022;5,6;null;null;24;null;22;null;null;7,9;null
25/11/2022;106,8;null;null;23;null;21,3;null;null;10,7;null
26/11/2022;4,8;null;null;28,4;null;20,1;null;null;11,2;null
27/11/2022;3,2;null;null;27,4;null;21,6;null;null;11,7;null
28/11/2022;37,2;null;null;24,3;null;21,8;null;null;12,6;null
29/11/2022;28,2;null;null;25,4;null;22,2;null;null;10,7;null
30/11/2022;24;1002,5;23,4;28;24,4;21,9;94,5;78;10,8;3,3
01/12/2022;36,2;null;null;25,7;null;21,9;null;null;12,8;null
02/12/2022;19,8;null;null;25,8;null;22,7;null;null;11,2;null
03/12/2022;33,4;null;null;24,7;null;20,9;null;null;15,5;null
04/12/2022;39,6;null;null;24,8;null;21,2;null;null;10,8;null
05/12/2022;30,4;null;null;28,1;null;21,3;null;null;13,8;null
06/12/2022;0,2;null;null;27,6;null;21,6;null;null;10,1;null
07/12/2022;0;null;null;25,5;null;22,9;null;null;8,2;null
08/12/2022;3,6;null;null;28,8;null;21,2;null;null;9,4;null
09/12/2022;0,2;null;null;30,4;null;19,4;null;null;10;null
10/12/2022;0;null;null;31,8;null;23,5;null;null;11;null
11/12/2022;0,6;null;null;32,7;null;21,6;null;null;7,3;null
12/12/2022;0;null;null;32,9;null;23,2;null;null;11;null
13/12/2022;0,8;null;null;35,1;null;23,8;null;null;20,3;null
14/12/2022;37,2;null;null;26;null;21,3;null;null;14,5;null
15/12/2022;0;null;null;25,7;null;20,4;null;null;7,9;null
16/12/2022;0;null;null;29,1;null;20;null;null;11;null
17/12/2022;0;null;null;29,6;null;21,2;null;null;10,6;null
18/12/2022;3;null;null;28,8;null;21,3;null;null;10,2;null
19/12/2022;1,2;null;null;26;null;23;null;null;7,6;null
20/12/2022;26,8;null;null;29,1;null;22,3;null;null;9,7;null
21/12/2022;28,8;null;null;27,1;null;22,3;null;null;12,2;null
22/12/2022;4;null;null;25,3;null;21,4;null;null;9,5;null
23/12/2022;0,2;1010,6;19,8;26,6;23,6;20,5;80;62;10,1;3
24/12/2022;0,6;null;null;23,3;null;21,3;null;null;10,9;null
25/12/2022;7,6;null;null;26,8;null;20,1;null;null;7,1;null
26/12/2022;2,8;null;null;28,3;null;22,1;null;null;10,9;null
27/12/2022;1,6;null;null;29,9;null;21,7;null;null;11,3;null
28/12/2022;0,2;null;null;30,2;null;23,1;null;null;13,2;null
29/12/2022;0;null;null;33,1;null;23,7;null;null;13,2;null
30/12/2022;0;null;null;31,7;null;22,6;null;null;11,6;null
31/12/2022;0;null;null;29,7;null;22,8;null;null;11,3;null
01/01/2023;0;1011,8;22;28,4;25,3;23,1;81,9;67;10,5;3,5
02/01/2023;3,4;1010,6;21,8;28,3;24,3;22,5;86,7;69;13,7;2,9
03/01/2023;1,8;1008,3;21;31,1;25,6;21,4;77,5;54;12,5;4,6
04/01/2023;0;1006,7;21,9;32,4;26,8;24,1;75,3;56;12,5;5,4
05/01/2023;0,4;1006,6;23;32;26,5;24,4;81,4;64;11,5;4,4
06/01/2023;0;1008,9;23,1;27,7;24,5;23,3;92,4;76;9,9;2,8
07/01/2023;10,2;1011,7;22,4;27,4;23,5;22,3;94,1;71;8,5;2,1
08/01/2023;5,6;1012,1;22;27,1;23,6;21,8;91,2;75;7,7;1,8
09/01/2023;0,2;1010,4;23,1;31,3;25,8;22,5;86,2;67;11,6;2,4
10/01/2023;0;1010,7;22,8;32;25,9;23,1;83,8;63;8,8;3
11/01/2023;0;1009,8;23,7;32,4;27;23,5;83,6;55;12,9;4,3
12/01/2023;0,2;1008,5;22,4;32,6;26,6;24,8;79,4;53;13,5;4,6
13/01/2023;15,6;1007,9;23,1;32;26,6;22;82,2;59;12,2;4,7
14/01/2023;0,2;1009,6;22,3;31,7;27;24;76;55;14,5;4,9
15/01/2023;0;1011,2;21,8;30,7;26,6;23,4;76,1;53;11,6;4,2
16/01/2023;0;1010,7;21,3;30,6;26,1;20,9;75,5;56;12,6;4
17/01/2023;0,6;1011,5;22,1;30,7;25,9;21,7;81;57;11,2;3,1
18/01/2023;0,6;1012,1;22,6;30,7;25,8;21,9;84,1;59;9,6;2,6
19/01/2023;2,6;1011,7;22,1;30,9;25,6;21,7;81,9;55;8,4;2,5
20/01/2023;1;1009,8;22,6;31,4;24,6;21,9;89,9;54;9,6;2,9
21/01/2023;30,2;1006,3;23,4;26,4;24,2;21,4;95,6;81;7,7;3
22/01/2023;41,4;1004,5;23,4;30,9;24,9;21;91,9;63;8;2,2
23/01/2023;4,8;1005,2;24,6;31,7;26,1;23,5;92,2;66;6,6;2,1
24/01/2023;37;1005,5;24,4;29,7;25,4;22;94,8;72;9,7;3,1
25/01/2023;8,8;1006,3;23,8;28,4;24,4;23,1;96,5;77;5,3;1,2
26/01/2023;3,8;1008;22,7;27,6;24,5;22,2;90,3;69;8,1;1,9
27/01/2023;0,2;1009,7;22,9;30,1;25,7;22,6;85,8;67;6,6;1,5
28/01/2023;0;1010,5;23,8;31,9;27;23,8;84;56;11,6;3,7
29/01/2023;0;1009,5;23,1;31,7;27,2;24;79,5;56;11,9;4,2
30/01/2023;0;1009,4;22;30,4;26,3;23,3;78,1;60;13,2;4,3
31/01/2023;0;1010,3;21,4;31,1;25,7;20,6;78,8;52;12,5;3,7
01/02/2023;0;1010;21,4;31,7;26,5;21,6;75;52;12,1;4,2
02/02/2023;0;1010;21,8;32,5;27,2;23,6;73,6;50;12,2;4,5
03/02/2023;0;1009,4;20,8;33,5;27,2;22,1;69,2;45;13;4,8
04/02/2023;0;1009,2;21,7;33,9;27,6;23;71,5;49;11;4,7
05/02/2023;0;1007,6;23,1;35;28;24,2;76,3;53;11;4,1
06/02/2023;0;1007,3;22,5;32,1;26,7;24,4;78,4;58;12,4;3,5
07/02/2023;0;1008,4;22,8;33,5;26,4;21,8;82,3;52;12,4;2,9
08/02/2023;0;1008,8;21,9;33,6;25,5;22,3;82,5;48;10,1;2,4
09/02/2023;8,2;1009,9;22,5;32,5;25,9;22,3;83,3;53;8,9;2,5
10/02/2023;0;1010,1;21,5;32,4;26,6;22,8;74,8;39;12,6;4,2
11/02/2023;0;1010;22,7;33;27,4;23,4;76,6;48;14,3;4,2
12/02/2023;0;1009;22,2;32,4;27,6;25,1;73,3;53;13,1;4,6
13/02/2023;0;1008,6;22;33,4;27,6;23,9;72,5;49;12,5;4,6
14/02/2023;0;1008,2;21,5;33,9;27,5;24,2;70,9;47;12,1;4,3
15/02/2023;0;1006,4;21,3;33,7;27,7;24,8;69,5;46;13,3;4,7
16/02/2023;0;1004,6;22;33,5;27,6;24,3;72,5;53;11,3;4,6
17/02/2023;0;1006;22,3;33,3;27,8;25,6;72,3;52;14,5;5,2
18/02/2023;0;1008,7;22,7;32,9;27,1;23,8;77,6;48;11,2;3,8
19/02/2023;0;1011,1;22,6;31,9;26,6;22,6;79,8;57;10,8;2,6
20/02/2023;4,4;1011,5;22,2;31,8;25,9;21,9;82,3;53;9,7;2,4
21/02/2023;0;1011,4;21,9;32,4;26,3;21,5;79,1;52;11,9;3,1
22/02/2023;0;1012,3;22;32,7;26,8;22,7;77,1;48;11,6;3,6
23/02/2023;0;1012,6;21,7;32,9;26,6;21,6;77;50;8,8;2,1
24/02/2023;0;1011;21,7;31,9;26,2;21,6;78,9;52;9,3;2,5
25/02/2023;0;1010,1;21,7;33,8;26,7;20,5;76,3;46;13,6;4
26/02/2023;0;1011,4;21,6;34,2;27,6;23;71,7;43;12,9;4,7
27/02/2023;0;1012,4;21,7;34;27,4;22,5;72,3;44;13,9;4
28/02/2023;0;1013,5;22,1;33,5;27,1;21,9;76,7;45;10;2,2
01/03/2023;0;1012,3;22;33,5;26,6;21,4;78,8;44;12,5;3,1
02/03/2023;0;1010,7;22;33,4;27;21,9;75,7;50;11,4;3,4
03/03/2023;0;1010,6;21,4;33,6;27,2;22,1;71,8;48;12,2;4,1
04/03/2023;0;1011,1;21;33,2;26,9;21,7;72,1;46;12,5;3,7
05/03/2023;0;1008,6;20,5;34,4;26,7;21,2;70,5;42;13,8;4,2
06/03/2023;0;1007,9;21,5;34,3;27,4;22,5;71,5;44;13,9;4,7
07/03/2023;1,2;1010,6;22,4;32,2;26,4;23,7;79,5;55;10,9;3,7
08/03/2023;0,2;1011,2;22,2;33,2;26;21,4;81,6;50;10,5;2,5
09/03/2023;0;1011,4;22,6;32,6;26,7;22,3;80,5;53;11,3;3
10/03/2023;0;1011,3;21,6;32,8;26,6;21,2;76,4;43;12,4;3,3
11/03/2023;0;1010,2;21,3;33,3;26,5;21,3;75,3;45;12,7;3,4
12/03/2023;0;1010,9;21,6;33,2;26,1;21,4;78,7;46;8,9;2,3
13/03/2023;0,4;1011,7;22,1;33,1;25,6;21,7;83,5;48;7,5;1,2
14/03/2023;0;1011,7;21,8;33,6;26,2;21,5;79,7;45;6,8;1,6
15/03/2023;14,4;1010,9;23,1;30,6;25,6;22,8;87,3;59;7,8;2,1
16/03/2023;5;1010,5;22;31,3;25;21,6;85,1;56;8,1;2,1
17/03/2023;16;1010,5;22,8;29;24,5;22,6;91,1;65;7,4;2,2
18/03/2023;25;1010,9;23,3;31,2;25,6;22,6;88,5;61;6,9;1,4
19/03/2023;0;1011;22,7;32,2;26;21,6;83,8;57;7,6;2
20/03/2023;0;1010,4;22,4;32,4;26,2;21,3;81,4;52;10,9;3
21/03/2023;0;1010,6;22,3;33,3;26,9;21,9;78;49;12,8;3,8
22/03/2023;0;1012,6;23,3;31,4;26,5;21,6;81,6;58;8,8;2,2
23/03/2023;0;1013,4;23;31,1;25,8;21,7;86,3;59;7,1;1
24/03/2023;0;1011,7;21,7;32,1;25,9;20,8;79,9;50;10,1;2,7
25/03/2023;0;1010,4;21,8;33,4;26,4;20,5;77,5;49;10,4;3
26/03/2023;0;1010,7;22,4;33;26,6;21,1;80;49;12,8;3,4
27/03/2023;0;1009,7;22,2;33,8;27,7;24,1;73,1;50;9,2;3,1
28/03/2023;0,2;1011,6;22,7;30,1;26,2;24,2;82,1;61;8,7;2,2
29/03/2023;0,2;1011,8;22,6;32;26,2;22,1;82,1;57;5,2;1,8
30/03/2023;0;1011,6;21,2;34,2;26,5;21,3;76;29;11,2;3,5
31/03/2023;0;1009,4;21,1;34,5;26,6;21,6;74,3;39;11,5;3,4
01/04/2023;0;1007;22,3;33,3;26,1;21,3;80,8;53;8,4;2,2
02/04/2023;1,2;1009,9;20,6;28,2;24,9;22,4;79,1;49;12,8;2,8
03/04/2023;0;1011,4;17,7;29,8;24,9;20,9;65,3;43;9,1;2,9
04/04/2023;0;1010,8;19,7;30,5;24,3;21,3;76,8;55;7,6;1,8
05/04/2023;0,8;1009,9;22,5;29,6;24,2;21,4;91,1;66;7,2;1,5
06/04/2023;2,2;1010;23,1;26,5;24;22,5;94,7;78;6,7;1,8
07/04/2023;16;1009,8;22,8;30,6;25,3;21,7;87,5;60;5,2;1,3
08/04/2023;0;1008,5;23,2;32,9;26,1;23,1;86;54;9,3;2,9
09/04/2023;30,4;1010,7;22;28,3;24,8;22,3;85,5;64;11,6;3,5
10/04/2023;3,8;1013,4;19,8;27,6;23,8;21,5;79,9;50;10,1;3,2
11/04/2023;6,2;1013,3;21,1;28,2;23,6;20,8;87,7;61;6,4;1,9
12/04/2023;2;1011,5;21,5;28,5;23,9;21,3;88,1;59;5,8;1,5
13/04/2023;0;1008,1;22,1;30,7;25,5;21,8;82,9;56;9,7;2,2
14/04/2023;0;1006,8;23,7;32,6;27;23,2;83,8;59;11,6;3,3
15/04/2023;14,2;1007,6;23;30,5;25;22,2;89,6;64;7,3;2
16/04/2023;10,6;1009,9;20,7;28,9;24,3;20,8;81,7;57;12,5;2,9
17/04/2023;0,2;1006;20,9;30,3;24,8;20,6;80,1;56;8,6;3,1
18/04/2023;0;1000,9;22,4;34,1;26,5;21,7;80,1;51;7,5;3,1
19/04/2023;0;1001,7;23;34,9;27,6;24,8;77,2;49;9,9;3,1
20/04/2023;0;1008;21,1;28,8;25,2;22,3;78,6;66;11,1;3
21/04/2023;0;1013,8;17,7;26,1;23,2;21,8;71,5;58;10,2;3,4
22/04/2023;5,8;1014,4;20,3;24,8;22,1;20,5;90,3;71;6,8;2
23/04/2023;3,2;1014,6;20,4;26,5;22,5;20,4;89,4;64;9,2;2,4
24/04/2023;0,4;1015,3;19,7;28,9;23,2;19,3;82,5;50;6,7;1,9
25/04/2023;3;1014,8;21,6;27,9;23,4;20,8;90,7;66;5,9;1,8
26/04/2023;2;1012,5;22,4;29,8;24,3;21,1;89,8;65;6,4;1,5
27/04/2023;0,2;1008,3;22,5;33,1;26;22,7;83,3;50;16;3
28/04/2023;7,8;1010,6;21,4;29,2;23,7;21,9;88;59;11,6;2
29/04/2023;5,8;1013,1;22,4;26,1;23,2;21,5;95,6;76;6,1;1,6
30/04/2023;0,8;1013,1;22,1;27,1;22,7;21,8;97;72;8,6;1,6
01/05/2023;4,2;1011,6;20,9;27,9;22,8;20,3;90,1;69;7,3;1,7
02/05/2023;1,2;1010,3;19,9;29,3;22,2;19,4;87,8;62;6,9;2
03/05/2023;0,2;1010,8;19,1;28,6;22,7;18,3;81,4;59;6;2
04/05/2023;0,2;1012,3;20,7;29,3;23,5;19,2;85,9;59;7;1,7
05/05/2023;0;1013,8;21,3;29,6;23,9;19,8;87;59;4,4;1,2
06/05/2023;0,2;1014,1;20,8;28,2;23,4;19,8;86,5;62;7;2,1
07/05/2023;4,8;1013,5;21,3;28,8;23,4;20;89,2;64;5,5;1,8
08/05/2023;1;1013,6;22,2;26,8;22,8;20,8;96,4;77;6,5;1,6
09/05/2023;13,2;1012,7;21,8;28,6;23,8;21,7;89,9;63;7,5;1,7
10/05/2023;0,2;1010,9;20,8;30;23,5;19,4;86,8;55;5;1,2
11/05/2023;0;1009,1;20,9;27,8;23,4;21,3;86,6;66;7,6;2
12/05/2023;4;1010,9;19,7;24,9;22,3;20,2;86,2;62;8;1,8
13/05/2023;0,2;1013;18,1;26;21,8;18;80,4;56;8,5;2,4
14/05/2023;0;1015,3;19,5;27,2;22,4;19,6;84,5;62;4,6;1,4
15/05/2023;0;1013,7;19,9;28,4;22,9;17,9;84,6;59;7;1,5
16/05/2023;0;1012,3;17,8;27,3;22,9;19;74,6;46;6,3;1,9
17/05/2023;0;1012,6;14,9;27,4;21,2;14,3;69,2;43;12,9;3,3
18/05/2023;0;1015,2;14,7;25,6;21,5;17;66,3;41;11,8;3,3
19/05/2023;0;1015,3;14,1;26,1;21,2;18;65;45;12,6;3
20/05/2023;0;1015;15,6;27,5;20,9;16,1;73,5;47;7,8;2,6
21/05/2023;4,8;1014,5;18,9;27,6;21,7;18,5;86,1;55;6;1,7
22/05/2023;0,2;1015,8;18,5;27,7;21,1;17,8;86,5;56;7,5;2
23/05/2023;4,8;1016,3;20,4;26,5;21,6;19,1;93,5;69;8;2,1
24/05/2023;24,8;1016,3;20;27,3;21,7;19,8;91,3;59;6,3;1,8
25/05/2023;0,4;1017,2;19,9;27,7;22,2;18,5;88,2;63;5;1,5
26/05/2023;5;1017,3;20,1;27,6;22,4;19,5;88,8;62;6;1,2
27/05/2023;0,2;1015,2;19,1;28,3;22;18,7;85;61;5,9;2,1
28/05/2023;0;1012,1;18,7;29;21,8;16,2;85;47;5;1,6
29/05/2023;0,2;1012,3;18,4;25,6;21,2;16,7;85,2;65;12,1;2,5
30/05/2023;0,4;1017;17,8;26,2;21,5;18,7;79,9;61;10,7;2,8
31/05/2023;2,2;1016,3;19,4;25,5;21,1;18;90,9;68;6;1,9
01/06/2023;0;1013,4;20,1;29;22,8;19;86,4;55;6;1,6
02/06/2023;0;1014,6;17,5;26,2;22,5;19,8;74;54;13,5;3,8
03/06/2023;0,8;1016,6;17,9;25,8;21;17,4;84,3;59;8,5;2,3
04/06/2023;0,2;1017,4;16,9;27,7;20,9;17;79,3;45;7,1;2,3
05/06/2023;0;1016,3;16,5;28;21;16,4;78,5;42;8,3;2,8
06/06/2023;0;1016,3;16,6;26,6;20,3;15,8;81,7;47;7,4;2,2
07/06/2023;0;1017,4;16,8;27,4;20,9;17,2;79,4;52;5,3;2,1
08/06/2023;0;1017,5;16,8;27,8;21,1;16,2;78,9;40;8,5;2,6
09/06/2023;0;1016,1;17,2;28;21,3;16,9;79,2;51;10,6;3,1
10/06/2023;0;1014,1;19,5;30,3;22,7;16,5;84,1;51;8,8;2,6
11/06/2023;0;1012,7;20;30,8;24,3;19,5;79,3;50;8,7;3,5
